gender,SeniorCitizen,Partner,Dependents,tenure,customerID,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Cuentas_Diarias,Churn
Female,0,Yes,Yes,6,9332-GYWLO,Month-to-month,No,Electronic check,54.85,355.1,Yes,No,DSL,No,No,No,No,Yes,No,1.8283333333333334,No
Male,1,Yes,No,7,9334-GWGOW,Month-to-month,Yes,Electronic check,74.85,485.25,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.4949999999999997,No
Male,0,No,Yes,66,9337-SRRNI,Two year,Yes,Credit card (automatic),25.3,1673.8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8433333333333334,No
Male,0,Yes,No,72,9339-FIIJL,Two year,No,Bank transfer (automatic),85.95,6151.9,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,2.865,No
Male,0,No,No,33,9342-VNIMQ,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,Yes,Yes,DSL,No,Yes,No,No,No,No,1.8216666666666665,No
Male,0,Yes,No,23,9347-AERRL,One year,No,Credit card (automatic),19.3,486.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6433333333333333,No
Female,0,Yes,Yes,59,9348-ROUAI,Two year,No,Credit card (automatic),90.3,5194.05,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,3.01,No
Male,0,No,No,4,9348-YVOMK,Month-to-month,Yes,Credit card (automatic),44.8,176.2,Yes,No,DSL,No,No,No,No,No,No,1.4933333333333332,No
Male,0,Yes,Yes,67,9350-VLHMB,Month-to-month,Yes,Bank transfer (automatic),89.55,6373.1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,2.985,No
Female,0,No,No,4,9350-ZXYJC,Two year,Yes,Credit card (automatic),25.3,116.95,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8433333333333334,No
Male,0,Yes,No,72,9351-HXDMR,Two year,Yes,Credit card (automatic),110.9,8240.85,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,3.6966666666666668,No
Female,0,Yes,No,42,9351-LZYGF,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,2.2133333333333334,No
Female,1,No,No,26,9355-NPPFS,Month-to-month,Yes,Electronic check,78.8,2006.1,Yes,No,Fiber optic,No,No,No,No,No,Yes,2.6266666666666665,No
Male,0,Yes,No,38,9356-AXGMP,One year,Yes,Electronic check,110.7,4428.6,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,3.69,No
Male,0,Yes,No,24,9357-UJRUN,One year,Yes,Electronic check,58.35,1346.9,Yes,Yes,DSL,Yes,No,No,Yes,No,No,1.945,No
Female,0,Yes,No,65,9359-JANWS,Two year,No,Credit card (automatic),58.9,3857.1,Yes,No,DSL,Yes,No,Yes,Yes,No,No,1.9633333333333334,No
Female,0,No,No,67,9359-UGBTK,One year,Yes,Bank transfer (automatic),72.35,4991.5,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,2.4116666666666666,No
Female,1,Yes,No,43,9360-AHGNL,One year,Yes,Mailed check,109.55,4830.25,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,3.6516666666666664,Yes
Male,0,No,No,24,9360-OMDZZ,Month-to-month,Yes,Electronic check,94.1,2322.85,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.1366666666666663,No
Female,0,No,No,64,9361-YNQWJ,One year,Yes,Bank transfer (automatic),24.4,1601.2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8133333333333332,No
Female,0,No,Yes,40,9362-MWODR,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,Yes,No,DSL,Yes,No,No,Yes,Yes,No,2.1366666666666663,No
Male,0,No,No,15,9364-YKUVW,Month-to-month,Yes,Mailed check,19.8,309.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.66,No
Male,0,No,Yes,71,9365-CSLBQ,Two year,No,Mailed check,24.35,1654.6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8116666666666668,No
Male,1,Yes,No,27,9365-SRSZE,Month-to-month,Yes,Electronic check,70.55,1943.9,Yes,No,Fiber optic,No,No,No,No,No,No,2.3516666666666666,No
Male,0,No,No,4,9367-OIUXP,Month-to-month,No,Mailed check,20.7,73.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.69,No
Female,0,No,No,12,9367-TCUYN,Month-to-month,No,Mailed check,20.1,223.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.67,No
Male,0,No,No,8,9367-WXLCH,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2.816666666666667,Yes
Female,1,Yes,No,33,9369-XFEHK,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,2.6866666666666665,Yes
Female,0,Yes,Yes,52,9371-BITHB,Two year,No,Mailed check,19.85,1070.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6616666666666667,No
Female,0,Yes,No,60,9372-TXXPS,Two year,No,Bank transfer (automatic),59.85,3483.45,Yes,No,DSL,Yes,Yes,No,Yes,No,No,1.995,No
Male,1,Yes,No,33,9373-WSLOY,Month-to-month,Yes,Electronic check,50.0,1750.85,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,1.6666666666666667,No
Female,0,Yes,Yes,1,9374-YOLBJ,Month-to-month,No,Electronic check,19.25,19.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6416666666666667,No
Male,0,No,No,6,9375-MHRRS,Month-to-month,No,Mailed check,50.05,288.35,Yes,No,DSL,No,No,No,Yes,No,No,1.6683333333333332,No
Female,0,Yes,No,54,9378-FXTIZ,One year,Yes,Credit card (automatic),70.15,3715.65,Yes,Yes,DSL,No,No,No,No,Yes,Yes,2.3383333333333334,Yes
Female,1,Yes,No,24,9381-NDKME,Month-to-month,Yes,Credit card (automatic),40.65,933.3,No,No phone service,DSL,No,No,Yes,No,No,Yes,1.355,Yes
Female,0,Yes,Yes,35,9385-EHGDO,Two year,Yes,Mailed check,19.85,739.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6616666666666667,No
Female,0,Yes,No,72,9385-NXKDA,Two year,Yes,Credit card (automatic),82.65,5919.35,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,2.7550000000000003,No
Male,0,No,No,43,9386-LDCZR,One year,Yes,Credit card (automatic),90.65,3882.3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,3.021666666666667,No
Male,0,No,No,43,9388-ZEYVT,One year,No,Electronic check,44.15,1931.3,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,1.4716666666666667,No
Female,0,Yes,Yes,5,9389-ACWBI,Month-to-month,No,Credit card (automatic),69.95,320.4,Yes,No,Fiber optic,No,No,No,No,No,No,2.3316666666666666,No
Female,1,No,No,44,9391-DXGGG,One year,No,Credit card (automatic),89.15,3990.75,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,2.9716666666666667,No
Male,1,Yes,No,12,9391-EOYLI,Month-to-month,Yes,Electronic check,80.45,950.2,Yes,No,Fiber optic,No,No,No,No,No,Yes,2.6816666666666666,Yes
Male,0,No,Yes,53,9391-LMANN,One year,No,Electronic check,95.95,5036.9,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,3.1983333333333333,No
Female,0,No,No,23,9391-TTOYH,Month-to-month,Yes,Mailed check,19.5,470.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.65,No
Female,0,No,No,62,9391-YZEJW,One year,Yes,Bank transfer (automatic),94.0,5757.2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.1333333333333333,No
Male,0,No,Yes,27,9392-XBGTD,Two year,No,Mailed check,20.6,581.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6866666666666668,No
Female,0,No,No,15,9396-ZSFLL,Month-to-month,No,Mailed check,48.85,631.4,Yes,Yes,DSL,No,No,No,No,No,No,1.6283333333333334,No
Female,0,No,No,69,9397-TZSHA,Two year,No,Credit card (automatic),24.6,1678.05,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8200000000000001,No
Male,0,No,No,3,9398-MMQTO,Month-to-month,No,Credit card (automatic),74.45,221.1,Yes,No,Fiber optic,No,Yes,No,No,No,No,2.481666666666667,No
Female,0,Yes,Yes,1,9399-APLBT,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,No,Fiber optic,No,Yes,No,No,No,No,2.49,Yes
Female,0,No,No,70,9402-CXWPL,One year,No,Electronic check,98.9,6838.6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3.296666666666667,No
Female,1,No,No,15,9402-ORRAH,Month-to-month,Yes,Electronic check,91.5,1400.3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,3.05,No
Female,0,Yes,Yes,67,9402-ROUMJ,One year,Yes,Bank transfer (automatic),100.25,6689.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,3.341666666666667,No
Female,0,No,No,64,9405-GPBBG,Two year,Yes,Credit card (automatic),110.5,7069.25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.683333333333333,No
Female,0,Yes,Yes,45,9408-HRXRK,Month-to-month,Yes,Electronic check,105.15,4730.9,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,3.5050000000000003,No
Female,0,No,No,4,9408-SSNVZ,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,No,Fiber optic,No,No,No,No,No,No,2.3383333333333334,Yes
Female,0,No,No,40,9411-TPQQV,One year,Yes,Bank transfer (automatic),54.55,2236.2,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,1.8183333333333331,No
Female,0,No,Yes,48,9412-ARGBX,Two year,Yes,Mailed check,95.5,4627.85,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,3.183333333333333,Yes
Male,0,No,No,40,9412-GHEEC,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,3.493333333333333,Yes
Female,0,No,No,18,9415-DPEWS,Month-to-month,Yes,Electronic check,88.35,1639.3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,2.945,Yes
Female,0,Yes,Yes,8,9415-TPKRV,Month-to-month,No,Electronic check,55.75,446.8,Yes,Yes,DSL,No,Yes,No,No,No,No,1.8583333333333334,No
Female,0,Yes,Yes,70,9415-ZNBSX,Two year,Yes,Bank transfer (automatic),89.0,6293.2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.966666666666667,No
Female,0,Yes,Yes,38,9418-RUKPH,Two year,Yes,Mailed check,19.95,756.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6649999999999999,No
Female,0,Yes,Yes,51,9419-IPPBE,One year,Yes,Electronic check,90.15,4554.85,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,3.0050000000000003,No
Female,0,No,No,15,9420-LOJKX,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,3.3033333333333332,Yes
Male,0,Yes,Yes,9,9424-CMPOG,Two year,No,Mailed check,19.6,197.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6533333333333334,No
Female,0,No,No,2,9426-SXNHE,Month-to-month,No,Bank transfer (automatic),18.75,53.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.625,No
Female,0,No,Yes,4,9430-FRQOC,Month-to-month,Yes,Mailed check,87.1,341.45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,2.9033333333333333,Yes
Male,0,Yes,Yes,72,9430-NKQLY,Two year,Yes,Credit card (automatic),25.1,1790.8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8366666666666667,No
Female,0,No,No,48,9432-RUVSL,Two year,Yes,Credit card (automatic),102.5,4904.25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,3.4166666666666665,No
Male,0,No,No,17,9432-VOFYX,Month-to-month,Yes,Electronic check,70.8,1207.0,Yes,No,Fiber optic,No,No,No,No,No,No,2.36,No
Male,0,Yes,No,71,9435-JMLSX,Two year,Yes,Bank transfer (automatic),86.1,6045.9,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.8699999999999997,No
Male,0,No,No,14,9436-ZBZCT,Month-to-month,Yes,Electronic check,89.95,1178.4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,2.9983333333333335,Yes
Male,0,No,No,1,9441-QHEVC,Month-to-month,No,Mailed check,19.1,19.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6366666666666667,No
Female,0,No,No,11,9442-JTWDL,One year,No,Credit card (automatic),20.05,237.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6683333333333333,No
Male,0,Yes,Yes,72,9443-JUBUO,Two year,Yes,Credit card (automatic),65.25,4478.85,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.175,No
Male,0,Yes,No,1,9444-JTXHZ,Month-to-month,No,Electronic check,76.2,76.2,Yes,No,Fiber optic,No,No,Yes,No,No,No,2.54,Yes
Female,0,Yes,Yes,36,9445-SZLCH,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,3.2449999999999997,Yes
Male,0,Yes,Yes,27,9445-ZUEQE,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,2.8400000000000003,No
Female,0,Yes,No,50,9447-YPTBX,One year,Yes,Bank transfer (automatic),19.85,943.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6616666666666667,No
Male,0,Yes,No,1,9448-REEVD,Month-to-month,No,Credit card (automatic),44.7,44.7,Yes,No,DSL,No,No,No,No,No,No,1.49,Yes
Male,0,No,No,35,9450-TRJUU,Month-to-month,No,Electronic check,83.15,2848.45,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,2.771666666666667,No
Male,0,No,No,7,9451-LPGOO,Month-to-month,Yes,Electronic check,86.8,620.35,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2.893333333333333,Yes
Female,0,Yes,No,53,9451-WLYRI,One year,No,Credit card (automatic),19.05,990.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.635,No
Female,0,Yes,No,72,9453-PATOS,Two year,No,Mailed check,85.1,6155.4,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.8366666666666664,No
Male,0,No,No,4,9462-MJUAW,Month-to-month,No,Mailed check,50.4,206.6,Yes,Yes,DSL,No,No,No,No,No,No,1.68,Yes
Male,0,Yes,No,32,9465-RWMXL,Month-to-month,Yes,Electronic check,78.9,2447.95,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,2.6300000000000003,Yes
Female,0,No,No,25,9467-ROOLM,Month-to-month,No,Mailed check,19.05,461.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.635,No
Male,0,Yes,No,37,9469-WEJBT,Month-to-month,Yes,Electronic check,90.35,3419.3,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,3.0116666666666663,No
Male,0,Yes,Yes,26,9470-RTWDV,One year,Yes,Credit card (automatic),82.0,2083.1,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,2.7333333333333334,No
Male,0,Yes,Yes,35,9470-XCCEM,Month-to-month,Yes,Bank transfer (automatic),89.65,3161.6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,2.9883333333333337,No
Male,1,Yes,No,71,9470-YFUYI,One year,Yes,Bank transfer (automatic),71.0,5012.1,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,2.3666666666666667,No
Female,0,No,No,28,9473-CBZOP,One year,No,Mailed check,59.0,1654.45,Yes,Yes,DSL,Yes,No,Yes,No,No,No,1.9666666666666666,No
Female,0,No,No,15,9474-PHLYD,Month-to-month,Yes,Electronic check,59.45,892.65,Yes,No,DSL,No,No,Yes,No,No,Yes,1.9816666666666667,Yes
Male,0,Yes,No,71,9475-NNDGC,One year,Yes,Bank transfer (automatic),113.15,7953.25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.771666666666667,No
Male,0,Yes,Yes,70,9477-LGWQI,Two year,Yes,Credit card (automatic),80.15,5600.15,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,2.671666666666667,No
Female,0,Yes,No,71,9479-HYNYL,Two year,Yes,Credit card (automatic),80.7,5705.05,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,2.69,No
Male,0,No,No,62,9480-BQJEI,One year,Yes,Bank transfer (automatic),92.3,5731.45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,3.0766666666666667,No
Male,1,Yes,No,72,9481-IEBZY,Month-to-month,Yes,Credit card (automatic),112.9,8061.5,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.7633333333333336,No
Female,0,No,Yes,14,9481-SFCQY,Month-to-month,Yes,Credit card (automatic),59.8,824.85,Yes,No,DSL,No,No,Yes,No,Yes,No,1.9933333333333332,No
Female,0,Yes,Yes,70,9481-WHGWY,Two year,No,Credit card (automatic),75.35,5437.75,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,2.5116666666666663,No
Male,0,No,Yes,9,9483-GCPWE,One year,No,Mailed check,20.1,190.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.67,No
Female,0,Yes,Yes,72,9488-FVZCC,Two year,Yes,Bank transfer (automatic),79.5,5661.7,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2.65,No
Female,0,Yes,No,63,9488-FYQAU,Two year,Yes,Bank transfer (automatic),109.25,6841.4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.6416666666666666,No
Female,1,No,No,1,9488-HGMJH,Month-to-month,Yes,Electronic check,71.15,71.15,Yes,No,Fiber optic,No,No,No,No,No,No,2.371666666666667,Yes
Female,0,Yes,Yes,70,9489-DEDVP,Two year,Yes,Credit card (automatic),69.2,4872.35,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,2.3066666666666666,No
Female,0,Yes,Yes,72,9489-JMTTN,Two year,No,Credit card (automatic),89.75,6595.9,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.9916666666666667,No
Male,1,Yes,No,8,9489-UTFKA,Month-to-month,No,Bank transfer (automatic),60.9,551.95,Yes,No,DSL,Yes,No,No,No,Yes,No,2.03,No
Female,1,No,No,42,9490-DFPMD,Month-to-month,Yes,Electronic check,84.65,3541.35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,2.8216666666666668,Yes
Female,0,No,No,18,9492-TOKRI,Month-to-month,Yes,Credit card (automatic),90.0,1527.35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,3.0,Yes
Male,0,Yes,No,66,9494-BDNNC,One year,No,Electronic check,95.3,6273.4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,3.1766666666666667,No
Male,0,No,No,10,9494-MRNYX,Month-to-month,No,Electronic check,75.05,786.3,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.5016666666666665,No
Male,0,No,Yes,25,9495-REDIY,One year,Yes,Credit card (automatic),40.65,970.55,No,No phone service,DSL,Yes,No,No,No,Yes,No,1.355,No
Male,0,Yes,Yes,45,9495-SKLKD,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,3.1983333333333333,No
Female,0,Yes,Yes,11,9496-IVVRP,Month-to-month,No,Bank transfer (automatic),51.0,581.7,Yes,No,DSL,Yes,No,No,No,No,No,1.7,No
Male,1,No,No,1,9497-QCMMS,Month-to-month,Yes,Electronic check,93.55,93.55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.118333333333333,Yes
Female,0,No,No,8,9498-FIMXL,One year,Yes,Mailed check,19.2,161.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.64,No
Female,0,Yes,No,72,9499-XPZXM,Two year,No,Bank transfer (automatic),64.75,4804.75,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,2.158333333333333,No
Female,0,Yes,Yes,61,9500-IWPXQ,One year,Yes,Electronic check,79.4,4820.55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2.646666666666667,No
Female,0,No,No,35,9500-LTVBP,Month-to-month,No,Credit card (automatic),80.05,2835.9,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,2.6683333333333334,No
Male,0,No,No,69,9500-WBGRP,Two year,Yes,Mailed check,19.1,1268.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6366666666666667,No
Male,0,No,No,59,9501-UKKNL,Month-to-month,Yes,Electronic check,51.7,3005.8,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,1.7233333333333334,No
Male,0,No,Yes,52,9503-XJUME,One year,No,Credit card (automatic),19.65,928.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6549999999999999,No
Male,0,No,No,20,9504-DSHWM,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,Yes,Yes,DSL,Yes,No,No,Yes,No,No,1.9733333333333334,No
Female,0,No,No,53,9504-YAZWB,Two year,No,Mailed check,20.25,1048.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.675,No
Female,0,Yes,Yes,3,9505-SQFSW,Month-to-month,No,Mailed check,40.3,92.5,No,No phone service,DSL,No,Yes,No,No,No,Yes,1.3433333333333333,No
Male,0,No,No,13,9506-UXUSK,Month-to-month,Yes,Electronic check,70.15,931.75,Yes,No,Fiber optic,No,No,No,No,No,No,2.3383333333333334,No
Female,0,Yes,No,1,9507-EXLTT,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,Yes,No,Fiber optic,No,No,No,No,Yes,No,2.645,Yes
Male,0,No,No,54,9507-HSMMZ,Two year,No,Mailed check,20.0,1149.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6666666666666666,No
Female,1,No,No,34,9508-ILZDG,Month-to-month,Yes,Electronic check,96.35,3190.25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,3.2116666666666664,No
Female,0,No,No,35,9509-MPYOD,One year,No,Mailed check,20.75,700.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6916666666666667,No
Female,0,Yes,No,10,9512-PHSMG,Month-to-month,Yes,Mailed check,20.55,252.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.685,No
Male,0,Yes,Yes,18,9512-UIBFX,Month-to-month,No,Mailed check,95.15,1779.95,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,3.171666666666667,Yes
Male,0,No,No,27,9513-DXHDA,One year,No,Electronic check,81.7,2212.55,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,2.7233333333333336,No
Male,1,Yes,No,1,9514-JDSKI,Month-to-month,No,Electronic check,40.2,40.2,No,No phone service,DSL,No,Yes,No,No,Yes,No,1.34,Yes
Male,0,No,No,31,9518-IMLHK,Month-to-month,Yes,Bank transfer (automatic),72.45,2156.25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,2.415,No
Female,0,No,No,64,9518-RWHZL,One year,Yes,Credit card (automatic),100.05,6254.2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3.335,Yes
Male,1,Yes,No,10,9518-XXBXE,Month-to-month,No,Electronic check,75.3,720.45,Yes,No,Fiber optic,Yes,No,No,No,No,No,2.51,No
Female,1,No,No,34,9522-BNTHX,Month-to-month,Yes,Electronic check,56.25,1765.95,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,1.875,No
Male,0,No,No,13,9522-ZSINC,One year,Yes,Electronic check,19.95,253.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6649999999999999,No
